worker_id,sentence_id,aspect,source,other_dataset,asset_simplification,other_simplification,winner
A2TBXASXZIRNNW,124,fluency,The two former Presidents were later separately charged with mutiny and treason for their roles in the 1979 coup and the 1980 Gwangju massacre.,turkcorpus,Two Presidents were charged with taking over and going against their country in the 1979 coup and 1980 Gwangju mass killings.,The two former Presidents were separately charged with mutiny and treason for their roles in the 1979 coup and 1980 Gwangju massacre.,similar
A2TBXASXZIRNNW,124,meaning,The two former Presidents were later separately charged with mutiny and treason for their roles in the 1979 coup and the 1980 Gwangju massacre.,turkcorpus,Two Presidents were charged with taking over and going against their country in the 1979 coup and 1980 Gwangju mass killings.,The two former Presidents were separately charged with mutiny and treason for their roles in the 1979 coup and 1980 Gwangju massacre.,turkcorpus
A2TBXASXZIRNNW,124,simplicity,The two former Presidents were later separately charged with mutiny and treason for their roles in the 1979 coup and the 1980 Gwangju massacre.,turkcorpus,Two Presidents were charged with taking over and going against their country in the 1979 coup and 1980 Gwangju mass killings.,The two former Presidents were separately charged with mutiny and treason for their roles in the 1979 coup and 1980 Gwangju massacre.,similar
A2TBXASXZIRNNW,295,fluency,"Version 2009.1 provides a Usb installer to create a live Usb, where the user's configuration and personal data can be saved if desired.",turkcorpus,Version 2009.1 provides a way to create a live Usb that stores user configurations and personal data.,"Version 2009.1 has a Usb installer to create a live Usb, where the user's information can be saved.",similar
A2TBXASXZIRNNW,295,meaning,"Version 2009.1 provides a Usb installer to create a live Usb, where the user's configuration and personal data can be saved if desired.",turkcorpus,Version 2009.1 provides a way to create a live Usb that stores user configurations and personal data.,"Version 2009.1 has a Usb installer to create a live Usb, where the user's information can be saved.",similar
A2TBXASXZIRNNW,295,simplicity,"Version 2009.1 provides a Usb installer to create a live Usb, where the user's configuration and personal data can be saved if desired.",turkcorpus,Version 2009.1 provides a way to create a live Usb that stores user configurations and personal data.,"Version 2009.1 has a Usb installer to create a live Usb, where the user's information can be saved.",similar
A2TBXASXZIRNNW,217,fluency,"Railway Gazette International is a monthly business Journal covering the railway, Metro, light rail and Tram Industries worldwide.",turkcorpus,"Railway Gazette International is a monthly business Journal that writes about railway, Metro, light rail, and Tram businesses worldwide.","Railway Gazette International is a monthly business Journal covering railway, Metro, light rail and Tram industries.",similar
A2TBXASXZIRNNW,217,meaning,"Railway Gazette International is a monthly business Journal covering the railway, Metro, light rail and Tram Industries worldwide.",turkcorpus,"Railway Gazette International is a monthly business Journal that writes about railway, Metro, light rail, and Tram businesses worldwide.","Railway Gazette International is a monthly business Journal covering railway, Metro, light rail and Tram industries.",similar
A2TBXASXZIRNNW,217,simplicity,"Railway Gazette International is a monthly business Journal covering the railway, Metro, light rail and Tram Industries worldwide.",turkcorpus,"Railway Gazette International is a monthly business Journal that writes about railway, Metro, light rail, and Tram businesses worldwide.","Railway Gazette International is a monthly business Journal covering railway, Metro, light rail and Tram industries.",similar
A2TBXASXZIRNNW,248,fluency,Other nearby settlements include Pont-Bellanger and Beaumesnil.,turkcorpus,Pont-Bellanger and Beaumesnil are nearby settlements.,Other locations in the area are Pont-Bellanger and Beaumesnil.,asset
A2TBXASXZIRNNW,248,meaning,Other nearby settlements include Pont-Bellanger and Beaumesnil.,turkcorpus,Pont-Bellanger and Beaumesnil are nearby settlements.,Other locations in the area are Pont-Bellanger and Beaumesnil.,similar
A2TBXASXZIRNNW,248,simplicity,Other nearby settlements include Pont-Bellanger and Beaumesnil.,turkcorpus,Pont-Bellanger and Beaumesnil are nearby settlements.,Other locations in the area are Pont-Bellanger and Beaumesnil.,asset
A2TBXASXZIRNNW,158,fluency,This closely resembles the Unix philosophy of having multiple programs each doing one thing well and working together over universal interfaces.,turkcorpus,This is like the Unix system. Unix has many programs that do one thing well. These programs work together in one big system.,This is much like the Stravinsky idea of having more than one program which each do one thing well and which work together across many platforms.,turkcorpus
A2TBXASXZIRNNW,158,meaning,This closely resembles the Unix philosophy of having multiple programs each doing one thing well and working together over universal interfaces.,turkcorpus,This is like the Unix system. Unix has many programs that do one thing well. These programs work together in one big system.,This is much like the Stravinsky idea of having more than one program which each do one thing well and which work together across many platforms.,similar
A2TBXASXZIRNNW,158,simplicity,This closely resembles the Unix philosophy of having multiple programs each doing one thing well and working together over universal interfaces.,turkcorpus,This is like the Unix system. Unix has many programs that do one thing well. These programs work together in one big system.,This is much like the Stravinsky idea of having more than one program which each do one thing well and which work together across many platforms.,turkcorpus
A2TBXASXZIRNNW,74,fluency,They are castrated so that the animal may be more docile or may put on weight more quickly.,turkcorpus,"They are castrated. In this way, the animal Becames tamer or may gain weight faster.",They are castrated to make the animal behave better or to make it fatten more quickly.,turkcorpus
A2TBXASXZIRNNW,74,meaning,They are castrated so that the animal may be more docile or may put on weight more quickly.,turkcorpus,"They are castrated. In this way, the animal Becames tamer or may gain weight faster.",They are castrated to make the animal behave better or to make it fatten more quickly.,similar
A2TBXASXZIRNNW,74,simplicity,They are castrated so that the animal may be more docile or may put on weight more quickly.,turkcorpus,"They are castrated. In this way, the animal Becames tamer or may gain weight faster.",They are castrated to make the animal behave better or to make it fatten more quickly.,turkcorpus
A2TBXASXZIRNNW,322,fluency,Barneville-La-Bertran is a commune in the Calvados Department in the Basse-Normandie region in northwestern France.,turkcorpus,Barneville-La-Bertran is a group settlement in the Calvados Department. It is located in the Basse-Normandie region in northwestern France.,Barneville-La-Bertran is found in the region Basse-Normandie in the Calvados Department in the Northwest of France,turkcorpus
A2TBXASXZIRNNW,322,meaning,Barneville-La-Bertran is a commune in the Calvados Department in the Basse-Normandie region in northwestern France.,turkcorpus,Barneville-La-Bertran is a group settlement in the Calvados Department. It is located in the Basse-Normandie region in northwestern France.,Barneville-La-Bertran is found in the region Basse-Normandie in the Calvados Department in the Northwest of France,similar
A2TBXASXZIRNNW,322,simplicity,Barneville-La-Bertran is a commune in the Calvados Department in the Basse-Normandie region in northwestern France.,turkcorpus,Barneville-La-Bertran is a group settlement in the Calvados Department. It is located in the Basse-Normandie region in northwestern France.,Barneville-La-Bertran is found in the region Basse-Normandie in the Calvados Department in the Northwest of France,turkcorpus
A2TBXASXZIRNNW,218,fluency,He was appointed companion of honour( CH) in 1988.,turkcorpus,He was appointed companion of honour in 1988.,In 1988 he was appointed companion of honour( CH).,similar
A2TBXASXZIRNNW,218,meaning,He was appointed companion of honour( CH) in 1988.,turkcorpus,He was appointed companion of honour in 1988.,In 1988 he was appointed companion of honour( CH).,similar
A2TBXASXZIRNNW,218,simplicity,He was appointed companion of honour( CH) in 1988.,turkcorpus,He was appointed companion of honour in 1988.,In 1988 he was appointed companion of honour( CH).,similar
A2TBXASXZIRNNW,171,fluency,"Macgruber starts asking for simple objects to make something to defuse the bomb, but he is later distracted by something( usually involving his personal life) that makes him run out of time.",turkcorpus,"Macgruber starts asking for things to use to defuse the bomb, but is later distracted by something and he runs out of time.",Macgruber asked for many items to help shut the bomb off but he was distracted and ran out of time.,turkcorpus
A2TBXASXZIRNNW,171,meaning,"Macgruber starts asking for simple objects to make something to defuse the bomb, but he is later distracted by something( usually involving his personal life) that makes him run out of time.",turkcorpus,"Macgruber starts asking for things to use to defuse the bomb, but is later distracted by something and he runs out of time.",Macgruber asked for many items to help shut the bomb off but he was distracted and ran out of time.,asset
A2TBXASXZIRNNW,171,simplicity,"Macgruber starts asking for simple objects to make something to defuse the bomb, but he is later distracted by something( usually involving his personal life) that makes him run out of time.",turkcorpus,"Macgruber starts asking for things to use to defuse the bomb, but is later distracted by something and he runs out of time.",Macgruber asked for many items to help shut the bomb off but he was distracted and ran out of time.,turkcorpus
A2TBXASXZIRNNW,244,fluency,"Tajikistan, Turkmenistan and Uzbekistan border Afghanistan to the North, Iran to the West, Pakistan to the South and the people's Republic of China to the East.",turkcorpus,"Tajikistan, Turkmenistan and Uzbekistan are next to Afghanistan to the North, Iran to the West, Pakistan to the South and the people's Republic of China to the East.","Bordering Afghanistan towards the northern side are the countries of Tajikstan, Turkmenistan and Uzbekistan, Iran borders it on the West while the Southern and Easter borders of Afghanistan have Pakistan and the people's Republic of China as neighboring countries respectively.",asset
A2TBXASXZIRNNW,244,meaning,"Tajikistan, Turkmenistan and Uzbekistan border Afghanistan to the North, Iran to the West, Pakistan to the South and the people's Republic of China to the East.",turkcorpus,"Tajikistan, Turkmenistan and Uzbekistan are next to Afghanistan to the North, Iran to the West, Pakistan to the South and the people's Republic of China to the East.","Bordering Afghanistan towards the northern side are the countries of Tajikstan, Turkmenistan and Uzbekistan, Iran borders it on the West while the Southern and Easter borders of Afghanistan have Pakistan and the people's Republic of China as neighboring countries respectively.",turkcorpus
A2TBXASXZIRNNW,244,simplicity,"Tajikistan, Turkmenistan and Uzbekistan border Afghanistan to the North, Iran to the West, Pakistan to the South and the people's Republic of China to the East.",turkcorpus,"Tajikistan, Turkmenistan and Uzbekistan are next to Afghanistan to the North, Iran to the West, Pakistan to the South and the people's Republic of China to the East.","Bordering Afghanistan towards the northern side are the countries of Tajikstan, Turkmenistan and Uzbekistan, Iran borders it on the West while the Southern and Easter borders of Afghanistan have Pakistan and the people's Republic of China as neighboring countries respectively.",asset
A2TBXASXZIRNNW,116,fluency,"In 1998, Culver ran for Iowa Secretary of State and was victorious.",turkcorpus,In 1988 Culver was elected Iowa Secretary of state.,"In 1998, Culver ran for Iowa Secretary of State and won.",similar
A2TBXASXZIRNNW,116,meaning,"In 1998, Culver ran for Iowa Secretary of State and was victorious.",turkcorpus,In 1988 Culver was elected Iowa Secretary of state.,"In 1998, Culver ran for Iowa Secretary of State and won.",turkcorpus
A2TBXASXZIRNNW,116,simplicity,"In 1998, Culver ran for Iowa Secretary of State and was victorious.",turkcorpus,In 1988 Culver was elected Iowa Secretary of state.,"In 1998, Culver ran for Iowa Secretary of State and won.",similar
A2A4UAFZ5LW71K,211,fluency,"Offenbach's numerous Operettas, such as Orpheus in the underworld, and La Belle Hélène, were extremely popular in both France and the English-speaking world during the 1850S and 1860S.",turkcorpus,"Offenbach's numerous performances, such as Orpheus in the underworld and La Belle Hélène, were very popular in France and the English-speaking world during the 1850S and 1860S.","Offenbach's numerous Operettas, such as Orpheus in the underworld, and La Belle Hélène, were Verypopular in both France and the English-speaking world during the 1850S and 1860S.",asset
A2A4UAFZ5LW71K,211,meaning,"Offenbach's numerous Operettas, such as Orpheus in the underworld, and La Belle Hélène, were extremely popular in both France and the English-speaking world during the 1850S and 1860S.",turkcorpus,"Offenbach's numerous performances, such as Orpheus in the underworld and La Belle Hélène, were very popular in France and the English-speaking world during the 1850S and 1860S.","Offenbach's numerous Operettas, such as Orpheus in the underworld, and La Belle Hélène, were Verypopular in both France and the English-speaking world during the 1850S and 1860S.",asset
A2A4UAFZ5LW71K,211,simplicity,"Offenbach's numerous Operettas, such as Orpheus in the underworld, and La Belle Hélène, were extremely popular in both France and the English-speaking world during the 1850S and 1860S.",turkcorpus,"Offenbach's numerous performances, such as Orpheus in the underworld and La Belle Hélène, were very popular in France and the English-speaking world during the 1850S and 1860S.","Offenbach's numerous Operettas, such as Orpheus in the underworld, and La Belle Hélène, were Verypopular in both France and the English-speaking world during the 1850S and 1860S.",asset
A2A4UAFZ5LW71K,48,fluency,"Mariel of Redwall is a fantasy novel by Brian Jacques, published in 1991.",turkcorpus,"Mariel Redwall is a pretend book by Brian Jacques, made in 1991.",The fantasy novel Mariel of Redwall by Brian Jacques was put up for sale in 1991.,turkcorpus
A2A4UAFZ5LW71K,48,meaning,"Mariel of Redwall is a fantasy novel by Brian Jacques, published in 1991.",turkcorpus,"Mariel Redwall is a pretend book by Brian Jacques, made in 1991.",The fantasy novel Mariel of Redwall by Brian Jacques was put up for sale in 1991.,turkcorpus
A2A4UAFZ5LW71K,48,simplicity,"Mariel of Redwall is a fantasy novel by Brian Jacques, published in 1991.",turkcorpus,"Mariel Redwall is a pretend book by Brian Jacques, made in 1991.",The fantasy novel Mariel of Redwall by Brian Jacques was put up for sale in 1991.,turkcorpus
A2A4UAFZ5LW71K,63,fluency,"On 16 June 2009, the official release date of the resistance was announced on the band's Website.",turkcorpus,"On June 16, 2009 the official release date of the resistance was announced. It was announced on the band's Website.","On 16 June 2009, the official release date of the resistance was advertised on the band's Website.",turkcorpus
A2A4UAFZ5LW71K,63,meaning,"On 16 June 2009, the official release date of the resistance was announced on the band's Website.",turkcorpus,"On June 16, 2009 the official release date of the resistance was announced. It was announced on the band's Website.","On 16 June 2009, the official release date of the resistance was advertised on the band's Website.",asset
A2A4UAFZ5LW71K,63,simplicity,"On 16 June 2009, the official release date of the resistance was announced on the band's Website.",turkcorpus,"On June 16, 2009 the official release date of the resistance was announced. It was announced on the band's Website.","On 16 June 2009, the official release date of the resistance was advertised on the band's Website.",turkcorpus
A2A4UAFZ5LW71K,351,fluency,The vagina is remarkably elastic and stretches to many times its normal diameter during vaginal birth.,turkcorpus,The vagina is remarkably elastic and stretches during vaginal birth.,The vagina is remarkably elastic and stretches to many times its normal diameter during vaginal birth.,turkcorpus
A2A4UAFZ5LW71K,351,meaning,The vagina is remarkably elastic and stretches to many times its normal diameter during vaginal birth.,turkcorpus,The vagina is remarkably elastic and stretches during vaginal birth.,The vagina is remarkably elastic and stretches to many times its normal diameter during vaginal birth.,turkcorpus
A2A4UAFZ5LW71K,351,simplicity,The vagina is remarkably elastic and stretches to many times its normal diameter during vaginal birth.,turkcorpus,The vagina is remarkably elastic and stretches during vaginal birth.,The vagina is remarkably elastic and stretches to many times its normal diameter during vaginal birth.,asset
A2A4UAFZ5LW71K,127,fluency,"The wave traveled across the Atlantic, and organized into a tropical depression off the northern coast of Haiti on September 13.",turkcorpus,On September 13 a tropical depression formed off the northern coast of Haiti.,"The wave traveled across the Atlantic, and became a tropical depression at the coast of Haiti.",asset
A2A4UAFZ5LW71K,127,meaning,"The wave traveled across the Atlantic, and organized into a tropical depression off the northern coast of Haiti on September 13.",turkcorpus,On September 13 a tropical depression formed off the northern coast of Haiti.,"The wave traveled across the Atlantic, and became a tropical depression at the coast of Haiti.",asset
A2A4UAFZ5LW71K,127,simplicity,"The wave traveled across the Atlantic, and organized into a tropical depression off the northern coast of Haiti on September 13.",turkcorpus,On September 13 a tropical depression formed off the northern coast of Haiti.,"The wave traveled across the Atlantic, and became a tropical depression at the coast of Haiti.",asset
A2A4UAFZ5LW71K,332,fluency,"He toured with the Ipo in the spring of 1990 for their first-ever performance in the Soviet Union, with concerts in Moscow and Leningrad, and toured with the Ipo again in 1994, performing in China and India.",turkcorpus,"He toured with the Ipo for their first performance in the Soviet Union. They had concerts in Moscow, Leningrad, China, and India.",He toured with the Ipo in spring and went to China and India,asset
A2A4UAFZ5LW71K,332,meaning,"He toured with the Ipo in the spring of 1990 for their first-ever performance in the Soviet Union, with concerts in Moscow and Leningrad, and toured with the Ipo again in 1994, performing in China and India.",turkcorpus,"He toured with the Ipo for their first performance in the Soviet Union. They had concerts in Moscow, Leningrad, China, and India.",He toured with the Ipo in spring and went to China and India,asset
A2A4UAFZ5LW71K,332,simplicity,"He toured with the Ipo in the spring of 1990 for their first-ever performance in the Soviet Union, with concerts in Moscow and Leningrad, and toured with the Ipo again in 1994, performing in China and India.",turkcorpus,"He toured with the Ipo for their first performance in the Soviet Union. They had concerts in Moscow, Leningrad, China, and India.",He toured with the Ipo in spring and went to China and India,asset
A2A4UAFZ5LW71K,133,fluency,Their participation is limited until they reach legal adulthood.,turkcorpus,They ca n't fully participate until they are adults.,They can not join until they are legally adults.,turkcorpus
A2A4UAFZ5LW71K,133,meaning,Their participation is limited until they reach legal adulthood.,turkcorpus,They ca n't fully participate until they are adults.,They can not join until they are legally adults.,asset
A2A4UAFZ5LW71K,133,simplicity,Their participation is limited until they reach legal adulthood.,turkcorpus,They ca n't fully participate until they are adults.,They can not join until they are legally adults.,asset
A2A4UAFZ5LW71K,64,fluency,He is also a member of another Jungiery Boyband 183 club.,turkcorpus,He is also a member of Boyband 183 club.,"Besides being a member of the 183 Club, he is also a member of another Boyband Overseen by Jungiery entertainment.",asset
A2A4UAFZ5LW71K,64,meaning,He is also a member of another Jungiery Boyband 183 club.,turkcorpus,He is also a member of Boyband 183 club.,"Besides being a member of the 183 Club, he is also a member of another Boyband Overseen by Jungiery entertainment.",asset
A2A4UAFZ5LW71K,64,simplicity,He is also a member of another Jungiery Boyband 183 club.,turkcorpus,He is also a member of Boyband 183 club.,"Besides being a member of the 183 Club, he is also a member of another Boyband Overseen by Jungiery entertainment.",asset
A2A4UAFZ5LW71K,320,fluency,"The term ""protein"" itself was coined by Berzelius, after Mulder observed that all proteins seemed to have the same empirical formula and might be composed of a single type of( very large) molecule.",turkcorpus,"The term ""protein"" was invented by Berzelius. He created the term after Mulder observed that all proteins seemed to have the same actual formula and might be made out of a single type of a very large molecule.","He term ""protein"" itself was coined by Berzelius, that all proteins seemed to have the same empirical formula and might be composed of a single type of( very large) molecule.",asset
A2A4UAFZ5LW71K,320,meaning,"The term ""protein"" itself was coined by Berzelius, after Mulder observed that all proteins seemed to have the same empirical formula and might be composed of a single type of( very large) molecule.",turkcorpus,"The term ""protein"" was invented by Berzelius. He created the term after Mulder observed that all proteins seemed to have the same actual formula and might be made out of a single type of a very large molecule.","He term ""protein"" itself was coined by Berzelius, that all proteins seemed to have the same empirical formula and might be composed of a single type of( very large) molecule.",asset
A2A4UAFZ5LW71K,320,simplicity,"The term ""protein"" itself was coined by Berzelius, after Mulder observed that all proteins seemed to have the same empirical formula and might be composed of a single type of( very large) molecule.",turkcorpus,"The term ""protein"" was invented by Berzelius. He created the term after Mulder observed that all proteins seemed to have the same actual formula and might be made out of a single type of a very large molecule.","He term ""protein"" itself was coined by Berzelius, that all proteins seemed to have the same empirical formula and might be composed of a single type of( very large) molecule.",asset
A2A4UAFZ5LW71K,57,fluency,After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic orchestra.,turkcorpus,"After graduation, he went back to Yerevan to teach and was later appointed director of the Armenian Philarmonic Ochestra.","After graduation, he returned to Yerevan to teach at the local Conservatory. He was later chosen to be the artistic director for the Armenian Philarmonic orchestra.",turkcorpus
A2A4UAFZ5LW71K,57,meaning,After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic orchestra.,turkcorpus,"After graduation, he went back to Yerevan to teach and was later appointed director of the Armenian Philarmonic Ochestra.","After graduation, he returned to Yerevan to teach at the local Conservatory. He was later chosen to be the artistic director for the Armenian Philarmonic orchestra.",turkcorpus
A2A4UAFZ5LW71K,57,simplicity,After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic orchestra.,turkcorpus,"After graduation, he went back to Yerevan to teach and was later appointed director of the Armenian Philarmonic Ochestra.","After graduation, he returned to Yerevan to teach at the local Conservatory. He was later chosen to be the artistic director for the Armenian Philarmonic orchestra.",turkcorpus
A2TBXASXZIRNNW,2,fluency,The great dark spot is thought to represent a hole in the methane cloud deck of Neptune.,turkcorpus,The great dark spot represents a hole in the methane cloud deck of Neptune.,The great dark spot is thought to represent a hole in the methane cloud deck of Neptune.,similar
A2TBXASXZIRNNW,2,meaning,The great dark spot is thought to represent a hole in the methane cloud deck of Neptune.,turkcorpus,The great dark spot represents a hole in the methane cloud deck of Neptune.,The great dark spot is thought to represent a hole in the methane cloud deck of Neptune.,similar
A2TBXASXZIRNNW,2,simplicity,The great dark spot is thought to represent a hole in the methane cloud deck of Neptune.,turkcorpus,The great dark spot represents a hole in the methane cloud deck of Neptune.,The great dark spot is thought to represent a hole in the methane cloud deck of Neptune.,similar
A2TBXASXZIRNNW,109,fluency,"In 1438 Trevi passed under the temporal rule of the church as part of the legation of Perugia, and thenceforth its history merges first with that of the States of the church, then( 1860) with the United Kingdom of Italy.",turkcorpus,Trevi passed under the Church's rule in 1483 due to the legation of Perugia and since then its history has merged with the States of the church and the United Kingdom of Italy.,"In 1438 Trevi passed under the temporal rule of the church as part of the legation of Perugia, and therefore its history merges first with that of the States of the church, then( 1860) with the United Kingdom of Italy.",asset
A2TBXASXZIRNNW,109,meaning,"In 1438 Trevi passed under the temporal rule of the church as part of the legation of Perugia, and thenceforth its history merges first with that of the States of the church, then( 1860) with the United Kingdom of Italy.",turkcorpus,Trevi passed under the Church's rule in 1483 due to the legation of Perugia and since then its history has merged with the States of the church and the United Kingdom of Italy.,"In 1438 Trevi passed under the temporal rule of the church as part of the legation of Perugia, and therefore its history merges first with that of the States of the church, then( 1860) with the United Kingdom of Italy.",turkcorpus
A2TBXASXZIRNNW,109,simplicity,"In 1438 Trevi passed under the temporal rule of the church as part of the legation of Perugia, and thenceforth its history merges first with that of the States of the church, then( 1860) with the United Kingdom of Italy.",turkcorpus,Trevi passed under the Church's rule in 1483 due to the legation of Perugia and since then its history has merged with the States of the church and the United Kingdom of Italy.,"In 1438 Trevi passed under the temporal rule of the church as part of the legation of Perugia, and therefore its history merges first with that of the States of the church, then( 1860) with the United Kingdom of Italy.",asset
A2TBXASXZIRNNW,282,fluency,"For Rowling, this scene is important because it shows Harry's bravery, and by retrieving Cedric's corpse, he demonstrates selflessness and compassion.",turkcorpus,"The scene of Harry retrieving Cedric's corpse demonstrates his bravery, selflessness, and compassion.","For Rowling, this scene is important because it shows Harry's bravery, and by retrieving Cedric's corpse, he demonstrates selflessness and compassion.",asset
A2TBXASXZIRNNW,282,meaning,"For Rowling, this scene is important because it shows Harry's bravery, and by retrieving Cedric's corpse, he demonstrates selflessness and compassion.",turkcorpus,"The scene of Harry retrieving Cedric's corpse demonstrates his bravery, selflessness, and compassion.","For Rowling, this scene is important because it shows Harry's bravery, and by retrieving Cedric's corpse, he demonstrates selflessness and compassion.",turkcorpus
A2TBXASXZIRNNW,282,simplicity,"For Rowling, this scene is important because it shows Harry's bravery, and by retrieving Cedric's corpse, he demonstrates selflessness and compassion.",turkcorpus,"The scene of Harry retrieving Cedric's corpse demonstrates his bravery, selflessness, and compassion.","For Rowling, this scene is important because it shows Harry's bravery, and by retrieving Cedric's corpse, he demonstrates selflessness and compassion.",asset
A2TBXASXZIRNNW,139,fluency,"Cogeneration( also combined heat and power, CHP) is the use of a heat engine or a power station to simultaneously generate both electricity and useful heat.",turkcorpus,Cogeneration is the use of a heat engine or a power station to simultaneously generate electricity and useful heat.,"Cogeneration( also joined heat and power, CHP) is the use of a heat engine or a power station to produce both electricity and useful heat, at the same time.",asset
A2TBXASXZIRNNW,139,meaning,"Cogeneration( also combined heat and power, CHP) is the use of a heat engine or a power station to simultaneously generate both electricity and useful heat.",turkcorpus,Cogeneration is the use of a heat engine or a power station to simultaneously generate electricity and useful heat.,"Cogeneration( also joined heat and power, CHP) is the use of a heat engine or a power station to produce both electricity and useful heat, at the same time.",turkcorpus
A2TBXASXZIRNNW,139,simplicity,"Cogeneration( also combined heat and power, CHP) is the use of a heat engine or a power station to simultaneously generate both electricity and useful heat.",turkcorpus,Cogeneration is the use of a heat engine or a power station to simultaneously generate electricity and useful heat.,"Cogeneration( also joined heat and power, CHP) is the use of a heat engine or a power station to produce both electricity and useful heat, at the same time.",asset
A2TBXASXZIRNNW,192,fluency,"The lawyer, Brandon( Waise Lee), became his idol, and Mk sun grew up to be a lawyer.",turkcorpus,"The lawyer, Brandon, played by Waise Lee became his idol. Mk sun grew up to be a lawyer.","Mk sun grew up to be a lawyer, like his idol Waise Lee.",turkcorpus
A2TBXASXZIRNNW,192,meaning,"The lawyer, Brandon( Waise Lee), became his idol, and Mk sun grew up to be a lawyer.",turkcorpus,"The lawyer, Brandon, played by Waise Lee became his idol. Mk sun grew up to be a lawyer.","Mk sun grew up to be a lawyer, like his idol Waise Lee.",asset
A2TBXASXZIRNNW,192,simplicity,"The lawyer, Brandon( Waise Lee), became his idol, and Mk sun grew up to be a lawyer.",turkcorpus,"The lawyer, Brandon, played by Waise Lee became his idol. Mk sun grew up to be a lawyer.","Mk sun grew up to be a lawyer, like his idol Waise Lee.",turkcorpus
A2TBXASXZIRNNW,71,fluency,It continues as the Bohemian Switzerland in the Czech Republic.,turkcorpus,It continues as the Bohemian Switzerland in the Czech Republic.,It is still called as the Bohemian Switzerland in the Czech Republic.,similar
A2TBXASXZIRNNW,71,meaning,It continues as the Bohemian Switzerland in the Czech Republic.,turkcorpus,It continues as the Bohemian Switzerland in the Czech Republic.,It is still called as the Bohemian Switzerland in the Czech Republic.,similar
A2TBXASXZIRNNW,71,simplicity,It continues as the Bohemian Switzerland in the Czech Republic.,turkcorpus,It continues as the Bohemian Switzerland in the Czech Republic.,It is still called as the Bohemian Switzerland in the Czech Republic.,similar
A2TBXASXZIRNNW,105,fluency,"Convinced that the grounds were haunted, they decided to publish their findings in a book an adventure( 1911), under the Pseudonyms of Elizabeth Morison and Frances Lamont.",turkcorpus,"They made their findings about a haunted place go into a book an adventure( 1911), under the code names of Elizabeth Morison and Frances Lamont.","Since they believed that the grounds were haunted, they decided to publish their findings in the book, a",turkcorpus
A2TBXASXZIRNNW,105,meaning,"Convinced that the grounds were haunted, they decided to publish their findings in a book an adventure( 1911), under the Pseudonyms of Elizabeth Morison and Frances Lamont.",turkcorpus,"They made their findings about a haunted place go into a book an adventure( 1911), under the code names of Elizabeth Morison and Frances Lamont.","Since they believed that the grounds were haunted, they decided to publish their findings in the book, a",asset
A2TBXASXZIRNNW,105,simplicity,"Convinced that the grounds were haunted, they decided to publish their findings in a book an adventure( 1911), under the Pseudonyms of Elizabeth Morison and Frances Lamont.",turkcorpus,"They made their findings about a haunted place go into a book an adventure( 1911), under the code names of Elizabeth Morison and Frances Lamont.","Since they believed that the grounds were haunted, they decided to publish their findings in the book, a",turkcorpus
A2TBXASXZIRNNW,226,fluency,"During childhood she suffered from collapsed lungs twice, she had pneumonia 4-5 times a year, a ruptured Appendix, and had a Tonsillar Cyst.",turkcorpus,She suffered in her childhood numerous lung related illnesses like a collapsed lung and pneumonia.,"During childhood she had collapsed lungs twice, pneumonia four or five times a year, a burst Appendix and a Cyst on her Toncils.",turkcorpus
A2TBXASXZIRNNW,226,meaning,"During childhood she suffered from collapsed lungs twice, she had pneumonia 4-5 times a year, a ruptured Appendix, and had a Tonsillar Cyst.",turkcorpus,She suffered in her childhood numerous lung related illnesses like a collapsed lung and pneumonia.,"During childhood she had collapsed lungs twice, pneumonia four or five times a year, a burst Appendix and a Cyst on her Toncils.",asset
A2TBXASXZIRNNW,226,simplicity,"During childhood she suffered from collapsed lungs twice, she had pneumonia 4-5 times a year, a ruptured Appendix, and had a Tonsillar Cyst.",turkcorpus,She suffered in her childhood numerous lung related illnesses like a collapsed lung and pneumonia.,"During childhood she had collapsed lungs twice, pneumonia four or five times a year, a burst Appendix and a Cyst on her Toncils.",turkcorpus
A2TBXASXZIRNNW,266,fluency,"Depending on the context, another Closely-Related meaning of constituent is that of a citizen residing in the area governed, represented, or otherwise served by a politician; sometimes this is restricted to citizens who elected the politician.",turkcorpus,"A constituent is a citizen residing in the area governed, represented, or served by a politician. Sometimes this is restricted to citizens who elected the politician.","Depending on the situation, constituent could also describe a citizen living in the area governed, represented, or otherwise served by a politician; sometimes this is limited to citizens who elected the politician.",asset
A2TBXASXZIRNNW,266,meaning,"Depending on the context, another Closely-Related meaning of constituent is that of a citizen residing in the area governed, represented, or otherwise served by a politician; sometimes this is restricted to citizens who elected the politician.",turkcorpus,"A constituent is a citizen residing in the area governed, represented, or served by a politician. Sometimes this is restricted to citizens who elected the politician.","Depending on the situation, constituent could also describe a citizen living in the area governed, represented, or otherwise served by a politician; sometimes this is limited to citizens who elected the politician.",turkcorpus
