original,simplification,original_sentence_id,aspect,worker_id,rating
Volterra is a town in the Tuscany region of Italy.,Volterra is a city in the region of Tuscany in Italy.,77,fluency,19,100
Volterra is a town in the Tuscany region of Italy.,Volterra is a city in the region of Tuscany in Italy.,77,fluency,14,100
Volterra is a town in the Tuscany region of Italy.,Volterra is a city in the region of Tuscany in Italy.,77,simplicity,5,24
Volterra is a town in the Tuscany region of Italy.,Volterra is a city in the region of Tuscany in Italy.,77,meaning,5,95
Volterra is a town in the Tuscany region of Italy.,Volterra is a city in the region of Tuscany in Italy.,77,fluency,5,98
Volterra is a town in the Tuscany region of Italy.,Volterra is a city in the region of Tuscany in Italy.,77,meaning,14,100
Volterra is a town in the Tuscany region of Italy.,Volterra is a city in the region of Tuscany in Italy.,77,meaning,15,71
Volterra is a town in the Tuscany region of Italy.,Volterra is a city in the region of Tuscany in Italy.,77,simplicity,14,8
Volterra is a town in the Tuscany region of Italy.,Volterra is a city in the region of Tuscany in Italy.,77,meaning,3,100
Volterra is a town in the Tuscany region of Italy.,Volterra is a city in the region of Tuscany in Italy.,77,fluency,20,100
Volterra is a town in the Tuscany region of Italy.,Volterra is a city in the region of Tuscany in Italy.,77,simplicity,8,0
Volterra is a town in the Tuscany region of Italy.,Volterra is a city in the region of Tuscany in Italy.,77,meaning,8,16
Volterra is a town in the Tuscany region of Italy.,Volterra is a city in the region of Tuscany in Italy.,77,meaning,20,100
Volterra is a town in the Tuscany region of Italy.,Volterra is a city in the region of Tuscany in Italy.,77,fluency,8,23
Volterra is a town in the Tuscany region of Italy.,Volterra is a city in the region of Tuscany in Italy.,77,simplicity,20,51
Volterra is a town in the Tuscany region of Italy.,Volterra is a city in the region of Tuscany in Italy.,77,simplicity,1,50
Volterra is a town in the Tuscany region of Italy.,Volterra is a city in the region of Tuscany in Italy.,77,meaning,1,70
Volterra is a town in the Tuscany region of Italy.,Volterra is a city in the region of Tuscany in Italy.,77,simplicity,3,0
Volterra is a town in the Tuscany region of Italy.,Volterra is a city in the region of Tuscany in Italy.,77,fluency,3,100
Volterra is a town in the Tuscany region of Italy.,Volterra is a city in the region of Tuscany in Italy.,77,simplicity,16,44
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,fluency,8,43
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,fluency,24,97
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,meaning,25,51
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,meaning,1,75
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,simplicity,6,0
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,meaning,6,0
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,fluency,6,0
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,simplicity,5,59
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,meaning,5,59
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,fluency,5,74
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,simplicity,1,40
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,simplicity,13,55
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,meaning,13,35
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,meaning,24,90
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,fluency,13,71
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,meaning,12,70
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,simplicity,12,42
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,simplicity,2,24
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,meaning,2,24
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,fluency,15,60
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,meaning,15,66
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,simplicity,15,53
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,fluency,2,65
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,fluency,7,17
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,meaning,7,19
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,simplicity,7,12
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,simplicity,25,100
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,fluency,12,53
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,simplicity,24,89
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,fluency,1,70
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,fluency,25,18
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,fluency,19,4
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,simplicity,3,100
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,meaning,3,100
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,simplicity,28,48
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,fluency,27,0
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,meaning,27,16
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,fluency,3,100
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,simplicity,27,0
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,meaning,28,74
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,simplicity,19,2
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,meaning,19,28
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,fluency,28,68
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,meaning,8,35
"The tongue is sticky because of the presence of Glycoprotein-Rich Mucous, which both Lubricates movement in and out of the snout and helps to catch ants and Termites, which adhere to it.",The tongue is sticky because of the presence of Glycoprotein-Rich Mucous. This means that both Lubricates movement in and out of the snout.,79,simplicity,8,39
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,simplicity,28,50
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,meaning,15,100
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,fluency,28,100
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,meaning,28,100
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,simplicity,27,0
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,meaning,27,100
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,simplicity,1,50
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,meaning,1,100
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,fluency,14,99
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,meaning,14,51
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,simplicity,14,48
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,fluency,1,95
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,fluency,15,100
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,fluency,27,81
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,fluency,7,100
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,fluency,6,100
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,simplicity,7,50
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,meaning,6,100
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,simplicity,6,0
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,meaning,11,96
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,fluency,11,98
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,fluency,23,85
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,meaning,23,100
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,simplicity,23,50
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,fluency,3,100
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,meaning,3,100
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,simplicity,3,53
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,meaning,7,100
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,fluency,19,87
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,simplicity,19,1
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,simplicity,5,4
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,meaning,5,100
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,fluency,5,53
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,fluency,2,100
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,meaning,2,100
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,simplicity,2,100
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,fluency,13,100
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,simplicity,11,9
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,simplicity,13,0
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,meaning,19,100
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,meaning,13,100
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,simplicity,15,50
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,fluency,8,84
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,meaning,8,100
"Their eyes are quite small, and their visual Acuity is poor.","Their eyes are quite small, and their visual Acuity is poor.",90,simplicity,8,0
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,meaning,23,10
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,simplicity,3,79
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,simplicity,12,7
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,meaning,3,100
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,fluency,3,100
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,fluency,6,0
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,simplicity,14,0
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,meaning,12,14
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,simplicity,13,10
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,simplicity,23,2
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,simplicity,6,0
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,meaning,14,0
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,simplicity,28,19
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,meaning,6,0
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,fluency,25,0
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,meaning,25,5
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,fluency,12,34
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,simplicity,18,27
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,simplicity,8,0
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,meaning,8,4
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,fluency,8,37
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,simplicity,25,0
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,fluency,15,100
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,meaning,15,100
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,simplicity,15,100
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,fluency,23,4
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,meaning,18,22
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,fluency,18,23
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,simplicity,9,82
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,fluency,27,29
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,meaning,28,25
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,fluency,28,30
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,simplicity,27,64
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,meaning,19,2
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,fluency,19,4
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,meaning,9,65
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,meaning,27,12
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,fluency,14,0
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,fluency,13,5
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,fluency,9,89
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,meaning,20,2
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,meaning,13,5
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,fluency,20,100
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,simplicity,20,58
They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,91,simplicity,19,5
"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",93,meaning,2,50
"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",93,simplicity,2,47
"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",93,fluency,2,7
"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",93,fluency,13,0
"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",93,meaning,11,9
"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",93,meaning,13,10
"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",93,simplicity,13,0
"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",93,fluency,14,0
"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",93,fluency,5,7
"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",93,simplicity,15,2
"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",93,simplicity,1,1
"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",93,meaning,15,20
"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",93,fluency,15,15
"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",93,simplicity,19,6
"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",93,meaning,14,0
"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",93,simplicity,14,0
"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",93,meaning,19,6
"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",93,fluency,19,6
"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",93,fluency,11,8
"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",93,fluency,3,0
"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",93,simplicity,11,6
"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",93,meaning,1,20
"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",93,simplicity,6,0
"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",93,meaning,6,0
"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",93,fluency,6,0
"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",93,simplicity,27,0
"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",93,meaning,5,22
"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",93,simplicity,5,13
"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",93,fluency,21,33
"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",93,meaning,27,0
"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",93,meaning,21,4
"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",93,fluency,27,0
"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",93,simplicity,18,16
